ds,RAINFALL_MM,NDVI_VALUE,LST_VALUE
2025-03-06,6.325794299298293,0.622700957159798,25.746855547513608
2025-03-22,3.4251590279982946,0.6304132889421662,26.067473193764563
2025-04-07,10.5604070186995,0.6339994971995598,25.86978374305407
2025-04-23,-0.8418990973773937,0.6107491808876919,26.325274993118487
2025-05-09,-0.30062412976559116,0.5691733395093874,25.935742200616787
2025-05-25,-1.049785664447855,0.5245446238390807,26.238297318759574
2025-06-10,-1.009456431599107,0.48675084715619577,24.642299875698686
2025-06-26,0.5228340802541056,0.44034434285250795,24.13393518374156
2025-07-12,-1.3734236226004166,0.42672402144000676,25.11434802096296
2025-07-28,-0.6705688644423975,0.39806828356454305,27.172762016977714
2025-08-13,-1.522083377160645,0.3662439082333799,29.10428419284678
2025-08-29,-0.5345633778110952,0.3457280465282307,29.75935373576147
2025-09-14,-1.6236951544588631,0.32357886200309305,34.22490469349622
2025-09-30,-0.3386094361383021,0.3112174243419168,36.063564443536364
2025-10-16,0.05197510250905557,0.30477007041724424,37.23998578403018
2025-11-01,0.3548800512846073,0.3255981463992695,38.026461504461366
2025-11-17,-1.4187288970148866,0.3439188646729139,36.744622112396726
2025-12-03,0.35637848160326024,0.38405245458856657,35.140159612029514
2025-12-19,4.1471181645859225,0.41173685989761666,31.69995749560463
2026-01-04,8.115799206382592,0.4491097973187698,27.913551290985133
2026-01-20,5.010139701383547,0.5447532878360211,25.770471103344583
2026-02-05,2.3335065520712073,0.6176092177716591,27.368278443652454
2026-02-21,12.848466748977842,0.6285882022934058,26.498514089201407
2026-03-09,3.491476753610997,0.6126933253525373,25.523631724902746
2026-03-25,4.856045500449452,0.6243498129616,25.764312954481117
2026-04-10,8.794583182350403,0.6224363021119019,25.68490605415087
2026-04-26,-2.5246739205891515,0.5963357989343403,26.029387958184127
2026-05-12,-0.23039902690498804,0.5516528076391821,25.69738934179096
2026-05-28,-2.212619559520948,0.5098659092634165,25.879396757261045
2026-06-13,-0.8734621051059321,0.4693981408671196,24.068646548267164
2026-06-29,-0.46451382880105263,0.42690684751374103,24.04311996063694
2026-07-15,-1.7907873232022566,0.4155925419865872,25.045633499663325
2026-07-31,-1.3744067373218898,0.38217758167717963,27.42978539356071
2026-08-16,-1.9282698708687787,0.35423108804207537,28.846871870589403
2026-09-01,-1.1645758621358209,0.33240596135126144,30.060384752292038
2026-09-17,-2.1575439289271627,0.31252278443703624,34.61822689712101
2026-10-03,-0.6538995973326085,0.2999067273503442,35.86612515954302
2026-10-19,-0.47151277382477974,0.29816242346827426,37.306174874523975
2026-11-04,-0.315996734403009,0.3202028382364649,37.58654948571872
2026-11-20,-2.136960537582928,0.3399234487994131,36.29156103876729
2026-12-06,0.5719358984376305,0.3825605905434324,34.39030238639915
2026-12-22,4.177967075726998,0.4056159626137678,30.7927925942695
2027-01-07,7.984834782717547,0.45397385857826605,27.038035592245574
2027-01-23,2.9652202542134543,0.5522858519799184,25.62516250571254
2027-02-08,3.5163964110433663,0.6150365827165634,27.25719678288268
2027-02-24,12.27827946947317,0.6167878104865829,25.88147807990783
2027-03-12,1.1832412365062557,0.6039388329296905,25.345782830914423
2027-03-28,6.40147486632276,0.6176513272116033,25.437010351671947
2027-04-13,6.3406309717863385,0.6101953870957458,25.52935318432107
2027-04-29,-3.5337849469127645,0.5812867430723649,25.69197907282139
2027-05-15,-0.47740132565167925,0.5342916659205132,25.503976527954823
2027-05-31,-3.168068845181875,0.49530053861787804,25.422941192447393
2027-06-16,-0.8101400858844383,0.451700779785602,23.578894728422327
2027-07-02,-1.5096818353436685,0.4148924173448877,23.96599875739241
2027-07-18,-2.1258523142738843,0.4033299573899612,25.033147291586957
2027-08-03,-2.1443248242875166,0.3666894943816862,27.650717894169784
2027-08-19,-2.2507754838799428,0.3423485285371375,28.559947048630253
2027-09-04,-1.9016267659201729,0.31911210465674206,30.517507302121775
2027-09-20,-2.558989002946757,0.3017349013413874,34.85377807089375
2027-10-06,-1.0572514004192957,0.2887859377507722,35.711370247143954
2027-10-22,-0.9512292178954398,0.29253884993801876,37.3243870448046
2027-11-07,-1.1071427662649667,0.3143606970549122,37.09741644142475
2027-11-23,-2.654982569401253,0.33705486829018694,35.831124331968326
2027-12-09,0.7684961464541589,0.3800490017745432,33.577104565015475
2027-12-25,4.2764243269143805,0.4003305117236096,29.88455538452169
2028-01-10,7.50322301550339,0.46072716000301706,26.224876088996602
2028-01-26,1.087699693054719,0.558490914280282,25.609600754611083
2028-02-11,5.142925423947286,0.6105211645445066,27.004510408866587
2028-02-27,10.767170417169659,0.6044845821792817,25.31961481239835
