,RAINFALL_MM,NDVI_VALUE,LST_VALUE
2025-03-06,7.2332410874060855,0.619331838579216,25.65254105858279
2025-03-22,6.061712445450185,0.6067237857577619,24.937406240238523
2025-04-07,5.284211060367926,0.6153434333239082,26.63084307099672
2025-04-23,-0.7800460881537439,0.6072832474730326,26.384340415900496
2025-05-09,-0.3117262892802779,0.5478067650832081,26.149184977613352
2025-05-25,-1.0955223269351553,0.5153957536951055,25.988317186755697
2025-06-10,-0.9976718575044555,0.4701274848818801,25.355190278321025
2025-06-26,0.24552723789005038,0.4333942754568893,24.418702664932443
2025-07-12,-1.0571981871853509,0.41025428690609195,25.67952639266131
2025-07-28,-1.0898397842418523,0.3819061908671045,27.108434581370485
2025-08-13,-1.1056156255347915,0.35411089526508777,29.118221462346146
2025-08-29,-1.0609280839353232,0.3314852417183766,29.321519321791243
2025-09-14,-1.0983280255742118,0.3158365937416144,34.61112259976044
2025-09-30,-1.0031912700225303,0.3001124800494781,35.50290048456142
2025-10-16,0.10438777831898438,0.30392821542103315,36.420404351289235
2025-11-01,-0.2700784329737207,0.31808376555968376,37.272772797019066
2025-11-17,-0.92176250417229,0.34894900948518737,36.20689098655748
2025-12-03,-0.4291830034611346,0.3794669380268247,35.20898054772972
2025-12-19,3.8456490072097274,0.40820155092156907,33.18002036395378
2026-01-04,5.861866704486772,0.42572483104827075,27.95763757921187
2026-01-20,6.281601573317309,0.5323149387846423,24.91252398754462
2026-02-05,0.9034692375092543,0.6084644486385444,27.105984613667005
2026-02-21,11.439176381270379,0.6244352243269244,27.26207991741978
2026-03-09,8.03899736725537,0.6115753713878277,25.93322699209159
2026-03-25,4.3191377500732,0.5926206566950474,24.829444314546507
2026-04-10,4.389244177175831,0.6034918256160565,26.530152286666024
2026-04-26,-1.2812358674196167,0.5907205865946804,26.16542115289585
2026-05-12,-0.6332416567917033,0.5316654267389544,25.896420976675824
2026-05-28,-1.5482579160654737,0.5015493400636193,25.668403852709773
2026-06-13,-1.3726530353352069,0.4551076150469421,24.91361971500749
2026-06-29,0.27808116054141163,0.4194525686588303,24.11576182796475
2026-07-15,-1.499177938665879,0.3959385025872887,25.47471274577382
2026-07-31,-1.5507211448984095,0.3665307276536439,26.82391288244895
2026-08-16,-1.570302385690232,0.3380988815354309,28.820496831668255
2026-09-01,-1.506531548524444,0.3185042765642242,29.017002994204596
2026-09-17,-1.5556616587303347,0.3018425828058142,34.37618721286964
2026-10-03,-1.4363705419221695,0.2868122295867053,35.17139792189108
2026-10-19,0.6692337867141598,0.29116506752510923,36.11094956238419
2026-11-04,-0.48408475717949684,0.304110712447623,36.97405781501569
2026-11-20,-1.4023243735810045,0.3364955506841951,35.840282286062774
2026-12-06,-1.0568567898052006,0.3668015420182542,34.8912933383903
2026-12-22,2.05782266210736,0.39556135734969117,33.03705683259766
2027-01-07,4.607728519571172,0.41622887221905613,27.72909504096969
2027-01-23,6.332964776738713,0.5104897497270092,24.728688322012665
2027-02-08,0.6665569036362662,0.5982981449552376,26.76042848258227
2027-02-24,11.468496518714302,0.6112926712095971,26.860059605667015
2027-03-12,7.062198862274215,0.5969778614606481,25.610018423079765
2027-03-28,4.0251121827154925,0.5788689870457515,24.53296290453101
2027-04-13,3.8681195078944857,0.5894400883899669,26.233170843145263
2027-04-29,-1.9078650228255527,0.5772967067530882,25.876570234920692
2027-05-15,-1.308010879999652,0.5181853958723753,25.609897547893066
2027-05-31,-2.1878693763841692,0.48776345711351976,25.38649825690885
2027-06-16,-2.0330971929496227,0.44147812242317835,24.640080438569473
2027-07-02,-0.4915536557613547,0.40567938573909756,23.832689040277266
2027-07-18,-2.1416712047390636,0.3822151741958903,25.184891790177712
2027-08-03,-2.188150113065086,0.3529486261164384,26.539573417949814
2027-08-19,-2.2067117752307635,0.3246016151566781,28.537065327544887
2027-09-04,-2.1480539151076052,0.3046030524796206,28.734038552381566
2027-09-20,-2.1940411676042064,0.2880763706287015,34.08843771737625
2027-10-06,-2.0812217157217665,0.27295355769404767,34.890289312742134
2027-10-22,-0.2430177597505141,0.2772348142257845,35.828324736585635
2027-11-07,-1.187658820116862,0.2903417071531496,36.69069441695985
2027-11-23,-2.034480353699713,0.3225240241115462,35.561587912076064
2027-12-09,-1.6495971537179077,0.3528582610068442,34.60923465287702
2027-12-25,1.7759213447453297,0.38161471752754134,32.74298246910889
2028-01-10,4.182836422578063,0.4018631900022817,27.440905911812486
2028-01-26,5.558290400029234,0.4977672241386799,24.4374247189663
2028-02-11,-0.03087996454038855,0.5840218017782847,26.48028633175439
2028-02-27,10.699728128730246,0.5974129824786082,26.583800474129294
2028-03-14,6.562999295086186,0.5832920795577351,25.328339439279357
2028-03-30,3.342977632245069,0.5650704772568746,24.24944590461621
2028-04-15,3.246831496770587,0.5756815695833862,25.949688230336122
2028-05-01,-2.5008852741395806,0.5634545113500015,25.592528489097326
2028-05-17,-1.8881329890275667,0.5043506838990885,25.325695741561873
2028-06-02,-2.7774112857761386,0.47396950704256186,25.10197888403662
2028-06-18,-2.6170574090413496,0.42766332970457877,24.354985717235802
2028-07-04,-1.0462584778252015,0.3918837430937702,23.54824993472774
2028-07-20,-2.730440993476463,0.3684128872753589,24.900916753456464
2028-08-05,-2.778276776396972,0.33912751743353564,26.255221421261794
2028-08-21,-2.7971116137115914,0.3107692002161782,28.252650890782252
2028-09-06,-2.737083836419378,0.290824474296946,28.449591995929946
2028-09-22,-2.783913153079373,0.27427979896982424,33.80432022716604
2028-10-08,-2.6693597515194343,0.2591693084422994,34.60571513141422
2028-10-24,-0.7595113585652826,0.26346010486100885,35.54385482487483
2028-11-09,-1.760063264041215,0.276545507742111,36.40627529656999
2028-11-25,-2.6260198058626276,0.3087548153701982,35.27684770475441
2028-12-11,-2.2516972105773236,0.3390852878876467,34.32472580792353
2028-12-27,1.090538350541927,0.36784219204797974,32.45929993755995
2029-01-12,3.5357648704953704,0.38814651166609976,27.156818655034805
2029-01-28,5.004935824654956,0.483831556972248,24.153548892537515
2029-02-13,-0.6049287437321276,0.5702932169375812,26.195645687471384
2029-03-01,10.144791165532217,0.5836315342092872,26.298892796151133
2029-03-17,5.935836903236439,0.5694847886945172,25.043804482389803
2029-04-02,2.764828911360392,0.5512782100058047,23.96503734736521
2029-04-18,2.65238019556266,0.5618839726039859,25.66527730829752
2029-05-04,-3.1029103409191916,0.549668066222878,25.308156018414156
2029-05-20,-2.493613848082274,0.4905632414309267,25.041334278176286
2029-06-05,-3.3803683028225207,0.46017663210304866,24.817639259575998
2029-06-21,-3.2215099261497597,0.413873232532533,24.07068565926048
2029-07-07,-1.658549376806271,0.3780910937291504,23.263904790315195
2029-07-23,-3.333604884391524,0.3546211234149142,24.61653969521482
2029-08-08,-3.381077120637024,0.32533826201060295,25.970870286407425
2029-08-24,-3.3998387662819813,0.2969814516149829,27.96830404990703
2029-09-09,-3.3401780301547146,0.27702955069586543,28.165247363912986
2029-09-25,-3.3867817330196033,0.260487273417863,33.51995296539428
2029-10-11,-3.2726929076573823,0.24537514064304636,34.32137927610933
2029-10-27,-1.38204016989039,0.24966466564997877,35.25951179898976
2029-11-12,-2.367611912926042,0.2627529325794691,36.121928777785946
2029-11-28,-3.228441622356566,0.2949586430731864,34.992523266991206
2029-12-14,-2.8512895299761802,0.32528961728151917,34.04038545946211
2029-12-30,0.5132599834267699,0.35404646178346144,32.17490276385372
2030-01-15,2.9482217394481935,0.3743433384710721,26.872449314121898
2030-01-31,4.392283154809851,0.47005756913115687,23.869165011643446
2030-02-16,-1.21203682675959,0.5564916305611516,25.91131440279754
